
Pista 1:
  Voo QUICK48 (ID: 47) - Tempo de inicio: 16, Custo: 0
  Voo QUICK15 (ID: 14) - Tempo de inicio: 95, Custo: 0
  Voo QUICK17 (ID: 16) - Tempo de inicio: 168, Custo: 168
  Voo QUICK23 (ID: 22) - Tempo de inicio: 235, Custo: 896
  Voo QUICK18 (ID: 17) - Tempo de inicio: 300, Custo: 972
  Voo QUICK30 (ID: 29) - Tempo de inicio: 316, Custo: 1404
  Voo QUICK45 (ID: 44) - Tempo de inicio: 374, Custo: 154
  Voo QUICK12 (ID: 11) - Tempo de inicio: 446, Custo: 0
  Voo QUICK41 (ID: 40) - Tempo de inicio: 510, Custo: 432
  Voo QUICK37 (ID: 36) - Tempo de inicio: 567, Custo: 957

Pista 2:
  Voo QUICK27 (ID: 26) - Tempo de inicio: 72, Custo: 0
  Voo QUICK35 (ID: 34) - Tempo de inicio: 128, Custo: 364
  Voo QUICK22 (ID: 21) - Tempo de inicio: 148, Custo: 0
  Voo QUICK50 (ID: 49) - Tempo de inicio: 180, Custo: 1798
  Voo QUICK14 (ID: 13) - Tempo de inicio: 211, Custo: 0
  Voo QUICK38 (ID: 37) - Tempo de inicio: 271, Custo: 1353
  Voo QUICK49 (ID: 48) - Tempo de inicio: 343, Custo: 2432
  Voo QUICK34 (ID: 33) - Tempo de inicio: 430, Custo: 108
  Voo QUICK21 (ID: 20) - Tempo de inicio: 506, Custo: 270
  Voo QUICK16 (ID: 15) - Tempo de inicio: 541, Custo: 176

Pista 3:
  Voo QUICK13 (ID: 12) - Tempo de inicio: 86, Custo: 0
  Voo QUICK20 (ID: 19) - Tempo de inicio: 134, Custo: 0
  Voo QUICK42 (ID: 41) - Tempo de inicio: 205, Custo: 2585
  Voo QUICK2 (ID: 1) - Tempo de inicio: 262, Custo: 287
  Voo QUICK11 (ID: 10) - Tempo de inicio: 321, Custo: 4977
  Voo QUICK8 (ID: 7) - Tempo de inicio: 419, Custo: 0
  Voo QUICK19 (ID: 18) - Tempo de inicio: 459, Custo: 280
  Voo QUICK43 (ID: 42) - Tempo de inicio: 496, Custo: 1190
  Voo QUICK39 (ID: 38) - Tempo de inicio: 590, Custo: 2350

Pista 4:
  Voo QUICK10 (ID: 9) - Tempo de inicio: 87, Custo: 0
  Voo QUICK5 (ID: 4) - Tempo de inicio: 123, Custo: 198
  Voo QUICK4 (ID: 3) - Tempo de inicio: 158, Custo: 1900
  Voo QUICK28 (ID: 27) - Tempo de inicio: 214, Custo: 1936
  Voo QUICK24 (ID: 23) - Tempo de inicio: 274, Custo: 3440
  Voo QUICK9 (ID: 8) - Tempo de inicio: 318, Custo: 4418
  Voo QUICK26 (ID: 25) - Tempo de inicio: 358, Custo: 2256
  Voo QUICK31 (ID: 30) - Tempo de inicio: 439, Custo: 0
