instancia;guloso;vnd
n3m10A.txt,23940,10194
n3m10B.txt,5559,1561
n3m10C.txt,10301,2150
n3m10D.txt,5124,322
n3m10E.txt,6920,3343
n3m20A.txt,88820,38574
n3m20B.txt,66010,23918
n3m20C.txt,33006,8908
n3m20D.txt,16477,4465
n3m20E.txt,33326,4537
n3m40A.txt,300549,59138
n3m40B.txt,190776,44963
n3m40C.txt,287714,52975
n3m40D.txt,74363,14319
n3m40E.txt,50722,18970
n5m50A.txt,363794,80093
n5m50B.txt,289454,43485
n5m50C.txt,90412,23164
n5m50D.txt,66633,16159
n5m50E.txt,49347,10554
